"","year","title","date","link"
"703",2023,"Governor Abbott Appoints Brown-Duncan To Special Education Continuing Advisory Committee","Oct 17","https://gov.texas.gov/news/post/governor-abbott-appoints-brown-duncan-to-special-education-continuing-advisory-committee"
"704",2023,"Governor Abbott Appoints Three To Texas Early Learning Council","Oct 17","https://gov.texas.gov/news/post/governor-abbott-appoints-three-to-texas-early-learning-council"
"705",2023,"Governor Abbott Announces Clear Lake Shores Designated Music Friendly Texas Certified Community","Oct 17","https://gov.texas.gov/news/post/governor-abbott-announces-clear-lake-shores-designated-music-friendly-texas-certified-community"
"706",2023,"Governor Abbott Lauds Formula 1 As Economic Driver For Texas","Oct 16","https://gov.texas.gov/news/post/governor-abbott-lauds-formula-1-as-economic-driver-for-texas"
"707",2023,"Governor Abbott Promotes School Choice Momentum At Texas Capitol","Oct 16","https://gov.texas.gov/news/post/governor-abbott-promotes-school-choice-momentum-at-texas-capitol"
"708",2023,"Governor Abbott Appoints Sindelar To Texas 1836 Project Advisory Committee","Oct 16","https://gov.texas.gov/news/post/governor-abbott-appoints-sindelar-to-texas-1836-project-advisory-committee"
"709",2023,"Governor Abbott Honors Fentanyl Victims, Awareness Advocates In San Antonio","Oct 15","https://gov.texas.gov/news/post/governor-abbott-honors-fentanyl-victims-awareness-advocates-in-san-antonio"
"710",2023,"Governor Abbott Proclaims October 15-21, 2023 Fentanyl Poisoning Awareness Week In Texas","Oct 15","https://gov.texas.gov/news/post/governor-abbott-proclaims-october-15-21-2023-fentanyl-poisoning-awareness-week-in-texas"
"711",2023,"Governor Abbott, First Lady Abbott Reflect On Hispanic Heritage Month","Oct 13","https://gov.texas.gov/news/post/governor-abbott-first-lady-abbott-reflect-on-hispanic-heritage-month"
"712",2023,"Operation Lone Star Constructs More Border Wall To Deter Illegal Entry","Oct 13","https://gov.texas.gov/news/post/operation-lone-star-constructs-more-border-wall-to-deter-illegal-entry"
"713",2023,"Governor Abbott Calls On Texas Legislature To Carry Education Freedom Across Finish Line","Oct 13","https://gov.texas.gov/news/post/governor-abbott-calls-on-texas-legislature-to-carry-education-freedom-across-finish-line"
"714",2023,"Governor Abbott Announces JCB Manufacturing Facility Expansion In San Antonio","Oct 13","https://gov.texas.gov/news/post/governor-abbott-announces-jcb-manufacturing-facility-expansion-in-san-antonio"
"715",2023,"Governor Abbott Hosts Former UK Prime Minister Truss At Texas Capitol","Oct 12","https://gov.texas.gov/news/post/governor-abbott-hosts-former-uk-prime-minister-truss-at-texas-capitol"
"716",2023,"Governor Abbott Announces Governor’s Small Business Summit In San Angelo","Oct 12","https://gov.texas.gov/news/post/governor-abbott-announces-governors-small-business-summit-in-san-angelo"
"717",2023,"Governor Abbott Announces Chandler Music Friendly Texas Community Workshop","Oct 12","https://gov.texas.gov/news/post/governor-abbott-announces-chandler-music-friendly-texas-community-workshop"
"718",2023,"Governor Abbott Celebrates Winners Of Texas Veterans Commission’s Education Excellence Award","Oct 11","https://gov.texas.gov/news/post/governor-abbott-celebrates-winners-of-texas-veterans-commissions-education-excellence-award"
"719",2023,"Governor Abbott Announces Over $310,000 Career Training Grant To Uvalde CISD","Oct 10","https://gov.texas.gov/news/post/governor-abbott-announces-over-310000-career-training-grant-to-uvalde-cisd"
"720",2023,"Governor Abbott Asserts Enduring Support Of Israel At Solidarity Gathering In Austin","Oct 10","https://gov.texas.gov/news/post/governor-abbott-asserts-enduring-support-of-israel-at-solidarity-gathering-in-austin"
"721",2023,"Governor Abbott Orders Texas Flags Lowered To Half-Staff In Honor Of Lives Lost Amid Act Of War In Israel","Oct 9","https://gov.texas.gov/news/post/governor-abbott-orders-texas-flags-lowered-to-half-staff-in-honor-of-lives-lost-amid-act-of-war-in-israel"
"722",2023,"Governor Abbott Appoints Three To Emergency Services Retirement Board Of Trustees","Oct 9","https://gov.texas.gov/news/post/governor-abbott-appoints-three-to-emergency-services-retirement-board-of-trustees"
"723",2023,"Governor Abbott Issues Executive Order Relating To Products From The Gaza Strip","Oct 9","https://gov.texas.gov/news/post/governor-abbott-issues-executive-order-relating-to-products-from-the-gaza-strip"
"724",2023,"Governor Abbott Vows Unwavering Support For Israel Amid Act Of War","Oct 9","https://gov.texas.gov/news/post/governor-abbott-vows-unwavering-support-for-israel-amid-act-of-war"
"725",2023,"Governor Abbott Appoints Three To University Of Houston System Board Of Regents","Oct 9","https://gov.texas.gov/news/post/governor-abbott-appoints-three-to-university-of-houston-system-board-of-regents-"
"726",2023,"Governor Abbott Touts Texas’ Spirit Of Innovation At UP.Summit","Oct 6","https://gov.texas.gov/news/post/governor-abbott-touts-texas-spirit-of-innovation-at-up.summit"
"727",2023,"Governor Abbott Appoints Three To Angelina And Neches River Authority Board Of Directors","Oct 6","https://gov.texas.gov/news/post/governor-abbott-appoints-three-to-angelina-and-neches-river-authority-board-of-directors-"
"728",2023,"Governor Abbott Announces Texas Small Business Credit Initiative","Oct 6","https://gov.texas.gov/news/post/governor-abbott-announces-texas-small-business-credit-initiative"
"729",2023,"Governor Abbott Appoints Rabe To 100th Judicial District Court","Oct 6","https://gov.texas.gov/news/post/governor-abbott-appoints-rabe-to-100th-judicial-district-court"
"730",2023,"Governor Abbott Announces $610,000 Workforce Education Grant For Foster Youth, Victims Of Sex Trafficking","Oct 6","https://gov.texas.gov/news/post/governor-abbott-announces-610000-workforce-education-grant-for-foster-youth-victims-of-sex-trafficking"
"731",2023,"Operation Lone Star Buses Over 50,000 Migrants To Sanctuary Cities","Oct 6","https://gov.texas.gov/news/post/operation-lone-star-buses-over-50000-migrants-to-sanctuary-cities"
"732",2023,"Governor Abbott Appoints Granberry As 105th Judicial District Attorney","Oct 6","https://gov.texas.gov/news/post/governor-abbott-appoints-granberry-as-105th-judicial-district-attorney"
"733",2023,"Governor Abbott Appoints Gregory To 90th Judicial District Court","Oct 6","https://gov.texas.gov/news/post/governor-abbott-appoints-gregory-to-90th-judicial-district-court"
"734",2023,"Governor Abbott Names James Chair Of Texas Board Of Architectural Examiners","Oct 6","https://gov.texas.gov/news/post/governor-abbott-names-james-chair-of-texas-board-of-architectural-examiners"
"735",2023,"Governor Abbott Announces Over $5.1 Million In Grants To 15 Alamo, Hill Country Veteran Service Organizations","Oct 5","https://gov.texas.gov/news/post/governor-abbott-announces-over-5.1-million-in-grants-to-15-alamo-hill-country-veteran-service-organizations"
"736",2023,"Governor Abbott Announces Third Special Session Agenda","Oct 5","https://gov.texas.gov/news/post/governor-abbott-announces-third-special-session-agenda"
"737",2023,"Governor Abbott Announces Over $3.3 Million In Career Training Grants To Nine Texas Schools","Oct 5","https://gov.texas.gov/news/post/governor-abbott-announces-over-3.3-million-in-career-training-grants-to-nine-texas-schools"
"738",2023,"Governor Abbott Reappoints Grant To Texas State Board of Public Accountancy","Oct 5","https://gov.texas.gov/news/post/governor-abbott-reappoints-grant-to-texas-state-board-of-public-accountancy"
"739",2023,"Governor Abbott Appoints Montgomery, Belt To State Securities Board","Oct 5","https://gov.texas.gov/news/post/governor-abbott-appoints-montgomery-belt-to-state-securities-board"
"740",2023,"Governor Abbott Readies State Resources Ahead Of Severe Weather Across Texas","Oct 4","https://gov.texas.gov/news/post/governor-abbott-readies-state-resources-ahead-of-severe-weather-across-texas"
"741",2023,"Governor Abbott Celebrates Texas’ Manufacturing Industry In Harlingen","Oct 4","https://gov.texas.gov/news/post/governor-abbott-celebrates-texas-manufacturing-industry-in-harlingen"
"742",2023,"Governor Abbott Announces Over $1 Million In Career Training Grants To North Central Texas Schools","Oct 4","https://gov.texas.gov/news/post/governor-abbott-announces-over-1-million-in-career-training-grants-to-north-central-texas-schools"
"743",2023,"Governor Abbott Announces Bertram Music Friendly Texas Community Workshop","Oct 4","https://gov.texas.gov/news/post/governor-abbott-announces-bertram-music-friendly-texas-community-workshop"
"744",2023,"Governor Abbott Announces Film Friendly Texas Designation For Jasper","Oct 3","https://gov.texas.gov/news/post/governor-abbott-announces-film-friendly-texas-designation-for-jasper"
"745",2023,"Governor Abbott Announces Over $6.4 Million In Grants To Central Texas Veteran Service Organizations","Oct 3","https://gov.texas.gov/news/post/governor-abbott-announces-over-6.4-million-in-grants-to-central-texas-veteran-service-organizations"
"746",2023,"Governor Abbott Hosts Coahuila Governor-Elect Jiménez Salinas At Governor’s Mansion","Oct 3","https://gov.texas.gov/news/post/governor-abbott-hosts-coahuila-governor-elect-jimenez-salinas-at-governors-mansion"
"747",2023,"Governor Abbott Appoints Nowak To 493rd Judicial District Court","Oct 3","https://gov.texas.gov/news/post/governor-abbott-appoints-nowak-to-493rd-judicial-district-court"
"748",2023,"Governor Abbott Proclaims October 2023 Fentanyl Poisoning Awareness Month In Texas","Oct 3","https://gov.texas.gov/news/post/governor-abbott-proclaims-october-2023-fentanyl-poisoning-awareness-month-in-texas"
"749",2023,"Governor Abbott Proclaims 2023 Manufacturing Week In Texas","Oct 2","https://gov.texas.gov/news/post/governor-abbott-proclaims-2023-manufacturing-week-in-texas"
"750",2023,"Governor Abbott Appoints Three To Texas State Board Of Examiners Of Marriage And Family Therapists","Oct 2","https://gov.texas.gov/news/post/governor-abbott-appoints-three-to-texas-state-board-of-examiners-of-marriage-and-family-therapists-"
"751",2023,"Governor Abbott Appoints Four To Texas Commission On Fire Protection","Oct 2","https://gov.texas.gov/news/post/governor-abbott-appoints-four-to-texas-commission-on-fire-protection-"
"752",2023,"Governor Abbott Announces Sweetwater Designated Music Friendly Texas Certified Community","Oct 2","https://gov.texas.gov/news/post/governor-abbott-announces-sweetwater-designated-music-friendly-texas-certified-community"
"753",2023,"Governor Abbott Celebrates Charter Communications’ $1.3 Billion Broadband Expansion In Texas","Nov 30","https://gov.texas.gov/news/post/governor-abbott-celebrates-charter-communications-1.3-billion-broadband-expansion-in-texas"
"754",2023,"Governor Abbott Directs State Emergency Response Resources Ahead Of Severe Weather","Nov 29","https://gov.texas.gov/news/post/governor-abbott-directs-state-emergency-response-resources-ahead-of-severe-weather"
"755",2023,"Governor Abbott Appoints Salazar To Lone Star Workforce Of The Future Fund Advisory Board","Nov 28","https://gov.texas.gov/news/post/governor-abbott-appoints-salazar-to-lone-star-workforce-of-the-future-fund-advisory-board"
"756",2023,"Governor Abbott Announces Hidalgo Music Friendly Texas Community Workshop","Nov 28","https://gov.texas.gov/news/post/governor-abbott-announces-hidalgo-music-friendly-texas-community-workshop"
"757",2023,"Governor Abbott Skydives With 106-Year-Old WWII Veteran","Nov 27","https://gov.texas.gov/news/post/governor-abbott-skydives-with-106-year-old-wwii-veteran"
"758",2023,"Governor Abbott, First Family Deliver Meals On Wheels On Thanksgiving Day","Nov 23","https://gov.texas.gov/news/post/governor-abbott-first-family-deliver-meals-on-wheels-on-thanksgiving-day"
"759",2023,"State Of Texas Thanks Dedicated Operation Lone Star Service Members","Nov 22","https://gov.texas.gov/news/post/state-of-texas-thanks-dedicated-operation-lone-star-service-members"
"760",2023,"Governor Abbott Renews Wildfire Disaster Declaration In November 2023","Nov 21","https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-november-2023"
"761",2023,"Governor Abbott Renews Drought Disaster Declaration In November 2023","Nov 21","https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-november-2023"
"762",2023,"Governor Abbott Announces Mineral Wells Music Friendly Texas Community Workshop","Nov 21","https://gov.texas.gov/news/post/governor-abbott-announces-mineral-wells-music-friendly-texas-community-workshop"
"763",2023,"Governor Abbott Rings Nasdaq Closing Bell At Governor’s Mansion","Nov 20","https://gov.texas.gov/news/post/governor-abbott-rings-nasdaq-closing-bell-at-governors-mansion"
"764",2023,"Governor Abbott Mobilizes State Resources Ahead Of Severe Weather Across Texas","Nov 20","https://gov.texas.gov/news/post/governor-abbott-mobilizes-state-resources-ahead-of-severe-weather-across-texas"
"765",2023,"Governor Abbott Renews Border Disaster Declaration In October 2023","Nov 20","https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-declaration-in-october-2023"
"766",2023,"Governor Abbott, President Trump Serve Thanksgiving Meals To Operation Lone Star Service Members In Edinburg","Nov 19","https://gov.texas.gov/news/post/governor-abbott-president-trump-serve-thanksgiving-meals-to-operation-lone-star-service-members-in-edinburg"
"767",2023,"Governor Abbott Honors Bravery Of New DPS Troopers In Austin","Nov 17","https://gov.texas.gov/news/post/governor-abbott-honors-bravery-of-new-dps-troopers-in-austin"
"768",2023,"Operation Lone Star Cracks Down On Illegal Border Crossings","Nov 17","https://gov.texas.gov/news/post/operation-lone-star-cracks-down-on-illegal-border-crossings"
"769",2023,"Texas Again Leads Nation In Annual Jobs Growth","Nov 17","https://gov.texas.gov/news/post/texas-again-leads-nation-in-annual-jobs-growth"
"770",2023,"Governor Abbott Statement On Shooting Of Dallas Police Officer","Nov 16","https://gov.texas.gov/news/post/governor-abbott-statement-on-shooting-of-dallas-police-officer"
"771",2023,"First Lady Abbott Celebrates Launch Of The Heart Gallery Of El Paso","Nov 15","https://gov.texas.gov/news/post/first-lady-abbott-celebrates-launch-of-the-heart-gallery-of-el-paso"
"772",2023,"Governor Abbott Statement On Death Of Correctional Officer Jovian Motley","Nov 14","https://gov.texas.gov/news/post/governor-abbott-statement-on-death-of-correctional-officer-jovian-motley"
"773",2023,"Governor Abbott Announces Film Friendly Texas Designation For Celina","Nov 14","https://gov.texas.gov/news/post/governor-abbott-announces-film-friendly-texas-designation-for-celina"
"774",2023,"Governor Abbott Announces Film Friendly Texas Designation For New Braunfels","Nov 13","https://gov.texas.gov/news/post/governor-abbott-announces-film-friendly-texas-designation-for-new-braunfels"
"775",2023,"Governor Abbott Announces $15,000 Reward For Information On Pearland Shooting","Nov 13","https://gov.texas.gov/news/post/governor-abbott-announces-15000-reward-for-information-on-pearland-shooting"
"776",2023,"Governor Abbott Statement On Austin Police Shooting","Nov 11","https://gov.texas.gov/news/post/governor-abbott-statement-on-austin-police-shooting"
"777",2023,"Governor Abbott Signs COVID Vaccine Freedom Bill At Governor’s Mansion","Nov 10","https://gov.texas.gov/news/post/governor-abbott-signs-covid-vaccine-freedom-bill-at-governors-mansion"
"778",2023,"Operation Lone Star Secures Fronton Island From Mexican Cartels","Nov 10","https://gov.texas.gov/news/post/operation-lone-star-secures-fronton-island-from-mexican-cartels"
"779",2023,"First Lady Abbott Celebrates Texas Women’s Hall Of Fame 2023 Honorees In Austin","Nov 10","https://gov.texas.gov/news/post/first-lady-abbott-celebrates-texas-womens-hall-of-fame-2023-honorees-in-austin"
"780",2023,"Governor Abbott Announces South Padre Island Designated Music Friendly Texas Certified Community","Nov 9","https://gov.texas.gov/news/post/governor-abbott-announces-south-padre-island-designated-music-friendly-texas-certified-community"
"781",2023,"Governor Abbott Deploys Firefighting Resources To Aid Southern States","Nov 9","https://gov.texas.gov/news/post/governor-abbott-deploys-firefighting-resources-to-aid-southern-states"
"782",2023,"Governor Abbott Appoints 14 To Texas Health Services Authority Board Of Directors","Nov 8","https://gov.texas.gov/news/post/governor-abbott-appoints-14-to-texas-health-services-authority-board-of-directors-"
"783",2023,"Governor Abbott Reappoints Brandt, Lutz To Texas Board Of Medical Radiologic Technology","Nov 8","https://gov.texas.gov/news/post/governor-abbott-reappoints-brandt-lutz-to-texas-board-of-medical-radiologic-technology"
"784",2023,"Governor Abbott Reappoints Three To Lower Neches Valley Authority Board Of Directors","Nov 8","https://gov.texas.gov/news/post/governor-abbott-reappoints-three-to-lower-neches-valley-authority-board-of-directors"
"785",2023,"Governor Abbott Appoints Three To Texas State Board Of Acupuncture Examiners","Nov 8","https://gov.texas.gov/news/post/governor-abbott-appoints-three-to-texas-state-board-of-acupuncture-examiners"
"786",2023,"Governor Abbott Appoints Four To Texas State Board Of Examiners Of Professional Counselors","Nov 8","https://gov.texas.gov/news/post/governor-abbott-appoints-four-to-texas-state-board-of-examiners-of-professional-counselors"
"787",2023,"Governor Abbott Appoints Smith, Fields To Texas Lottery Commission","Nov 7","https://gov.texas.gov/news/post/governor-abbott-appoints-smith-fields-to-texas-lottery-commission"
"788",2023,"Governor Abbott Appoints West, Munguia To University Of North Texas System Board Of Regents","Nov 7","https://gov.texas.gov/news/post/governor-abbott-appoints-west-munguia-to-university-of-north-texas-system-board-of-regents"
"789",2023,"Governor Abbott Appoints Beckman To Texas State Technical College System Board Of Regents","Nov 7","https://gov.texas.gov/news/post/governor-abbott-appoints-beckman-to-texas-state-technical-college-system-board-of-regents"
"790",2023,"Governor Abbott Appoints Esparza To Texas Workforce Commission","Nov 7","https://gov.texas.gov/news/post/governor-abbott-appoints-esparza-to-texas-workforce-commission"
"791",2023,"Governor Abbott Announces Fourth Special Session Agenda","Nov 7","https://gov.texas.gov/news/post/governor-abbott-announces-fourth-special-session-agenda"
"792",2023,"Governor Abbott Appoints Three To Harris County Judicial District Courts","Nov 7","https://gov.texas.gov/news/post/governor-abbott-appoints-three-to-harris-county-judicial-district-courts"
"793",2023,"Governor Abbott Announces Over $528 Million In Public Safety Grants","Nov 7","https://gov.texas.gov/news/post/governor-abbott-announces-over-528-million-in-public-safety-grants"
"794",2023,"Governor Abbott Announces Film Friendly Texas Designation For Grand Prairie","Nov 7","https://gov.texas.gov/news/post/governor-abbott-announces-film-friendly-texas-designation-for-grand-prairie"
"795",2023,"Governor Abbott Touts Mighty Texas Economy At U.S. India Chamber Of Commerce In Dallas","Nov 7","https://gov.texas.gov/news/post/governor-abbott-touts-mighty-texas-economy-at-u.s-india-chamber-of-commerce-in-dallas"
"796",2023,"Governor Abbott Announces Amarillo Designated Music Friendly Texas Certified Community","Nov 6","https://gov.texas.gov/news/post/governor-abbott-announces-amarillo-designated-music-friendly-texas-certified-community"
"797",2023,"Governor Abbott Approves Texas Workforce System Strategic Plan","Nov 6","https://gov.texas.gov/news/post/governor-abbott-approves-texas-workforce-system-strategic-plan"
"798",2023,"Operation Lone Star Protects America’s National Security","Nov 3","https://gov.texas.gov/news/post/operation-lone-star-protects-americas-national-security"
"799",2023,"Governor Abbott Names Salinas Chair Of Adult High School Charter School Program Advisory Committee","Nov 3","https://gov.texas.gov/news/post/governor-abbott-names-salinas-chair-of-adult-high-school-charter-school-program-advisory-committee"
"800",2023,"Governor Abbott Meets With Prime Minister Netanyahu, Pledges Full Support Of Israel In Jerusalem, Tel Aviv","Nov 3","https://gov.texas.gov/news/post/governor-abbott-meets-with-prime-minister-netanyahu-pledges-full-support-of-israel-in-jerusalem-tel-aviv"
"801",2023,"Governor Abbott Announces Governor’s Small Business Summit In San Antonio","Nov 2","https://gov.texas.gov/news/post/governor-abbott-announces-governors-small-business-summit-in-san-antonio"
"802",2023,"Governor Abbott Travels To Israel, Reaffirms Unwavering Support","Nov 2","https://gov.texas.gov/news/post/governor-abbott-travels-to-israel-reaffirms-unwavering-support"
"803",2023,"Texas Named Top Business Climate In America","Nov 1","https://gov.texas.gov/news/post/texas-named-top-business-climate-in-america"
"804",2023,"Operation Lone Star Bolsters Historic Border Security Mission In 2023","Dec 29","https://gov.texas.gov/news/post/operation-lone-star-bolsters-historic-border-security-mission-in-2023"
"805",2023,"Texas Again Leads Nation In Annual Jobs Growth","Dec 22","https://gov.texas.gov/news/post/texas-again-leads-nation-in-annual-jobs-growth-"
"806",2023,"Operation Lone Star Deploys Historic Strategies To Counter Biden’s Open Border Policies","Dec 21","https://gov.texas.gov/news/post/operation-lone-star-deploys-historic-strategies-to-counter-bidens-open-border-policies"
"807",2023,"Governor Abbott Grants Clemency To Three Texans Recommended By Texas Board Of Pardons And Paroles","Dec 21","https://gov.texas.gov/news/post/governor-abbott-grants-clemency-to-three-texans-recommended-by-texas-board-of-pardons-and-paroles"
"808",2023,"Governor Abbott Renews Drought Disaster Declaration In December 2023","Dec 20","https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-december-2023"
"809",2023,"Governor Abbott Renews Wildfire Disaster Declaration In December 2023","Dec 20","https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-december-2023"
"810",2023,"Governor Abbott Renews Border Disaster Declaration In December 2023","Dec 20","https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-declaration-in-december-2023"
"811",2023,"Governor Abbott Appoints Nine To Texas Juvenile Justice Board","Dec 19","https://gov.texas.gov/news/post/governor-abbott-appoints-nine-to-texas-juvenile-justice-board"
"812",2023,"Governor Abbott Appoints Cosgrove To Broadband Development Office Board Of Advisors","Dec 19","https://gov.texas.gov/news/post/governor-abbott-appoints-cosgrove-to-broadband-development-office-board-of-advisors"
"813",2023,"Governor Abbott Signs Historic Border Security Measures In Brownsville","Dec 18","https://gov.texas.gov/news/post/governor-abbott-signs-historic-border-security-measures-in-brownsville"
"814",2023,"Governor Abbott Appoints Kinsey Chair Of State Board Of Education","Dec 18","https://gov.texas.gov/news/post/governor-abbott-appoints-kinsey-chair-of-state-board-of-education"
"815",2023,"Governor Abbott Appoints Three To Texas Board Of Professional Engineers And Land Surveyors","Dec 18","https://gov.texas.gov/news/post/governor-abbott-appoints-three-to-texas-board-of-professional-engineers-and-land-surveyors-2"
"816",2023,"Governor Appoints Four To Credit Union Commission","Dec 18","https://gov.texas.gov/news/post/governor-appoints-four-to-credit-union-commission"
"817",2023,"Governor Abbott, First Lady Abbott Honor Veterans At Wreaths Across America Ceremony","Dec 16","https://gov.texas.gov/news/post/governor-abbott-first-lady-abbott-honor-veterans-wreaths-across-america-ceremony"
"818",2023,"Operation Lone Star Border Strategies Combat Drug, Human Smuggling","Dec 15","https://gov.texas.gov/news/post/operation-lone-star-border-strategies-combat-drug-human-smuggling"
"819",2023,"Governor Abbott Appoints Five To Texas Board Of Architectural Examiners","Dec 15","https://gov.texas.gov/news/post/governor-abbott-appoints-five-to-texas-board-of-architectural-examiners"
"820",2023,"Governor Abbott Appoints Four To Texas State Board of Social Worker Examiners","Dec 14","https://gov.texas.gov/news/post/governor-abbott-appoints-four-to-texas-state-board-of-social-worker-examiners"
"821",2023,"Governor Abbott Appoints Cohen To State Commission On Judicial Conduct","Dec 14","https://gov.texas.gov/news/post/governor-abbott-appoints-cohen-to-state-commission-on-judicial-conduct"
"822",2023,"Governor Abbott Celebrates More Reliable Power Added To Texas Grid","Dec 14","https://gov.texas.gov/news/post/governor-abbott-celebrates-more-reliable-power-added-to-texas-grid"
"823",2023,"Governor Abbott Announces Film Friendly Texas Designation For Atlanta","Dec 14","https://gov.texas.gov/news/post/governor-abbott-announces-film-friendly-texas-designation-for-atlanta"
"824",2023,"Governor Abbott Appoints Four To Texas Animal Health Commission","Dec 13","https://gov.texas.gov/news/post/governor-abbott-appoints-four-to-texas-animal-health-commission"
"825",2023,"Governor Abbott Announces Over $1.3 Million In Job Training Grants To Lone Star College","Dec 13","https://gov.texas.gov/news/post/governor-abbott-announces-over-1.3-million-in-job-training-grants-to-lone-star-college"
"826",2023,"Governor Abbott Appoints French To TexNet Technical Advisory Committee","Dec 13","https://gov.texas.gov/news/post/governor-abbott-appoints-french-to-texnet-technical-advisory-committee"
"827",2023,"Governor Abbott Appoints Reyna To Texas State Board Of Examiners Of Marriage And Family Therapists","Dec 13","https://gov.texas.gov/news/post/governor-abbott-appoints-reyna-to-texas-state-board-of-examiners-of-marriage-and-family-therapists"
"828",2023,"Governor Abbott Touts Higher Education Wins At 2023 THECB Conference","Dec 12","https://gov.texas.gov/news/post/governor-abbott-touts-higher-education-wins-at-2023-thecb-conference"
"829",2023,"Governor Abbott Names Chair, Appoints Three To Texas Optometry Board","Dec 12","https://gov.texas.gov/news/post/governor-abbott-names-chair-appoints-three-to-texas-optometry-board"
"830",2023,"Governor Abbott Appoints Johnson To Texas Commission On Fire Protection","Dec 12","https://gov.texas.gov/news/post/governor-abbott-appoints-johnson-to-texas-commission-on-fire-protection"
"831",2023,"Governor Abbott Appoints Four To State Board Of Dental Examiners","Dec 12","https://gov.texas.gov/news/post/governor-abbott-appoints-four-to-state-board-of-dental-examiners"
"832",2023,"Governor Abbott Appoints Hulgan To Gulf Coast Protection District Board Of Directors","Dec 11","https://gov.texas.gov/news/post/governor-abbott-appoints-hulgan-to-gulf-coast-protection-district-board-of-directors"
"833",2023,"Governor Abbott Appoints Mitchell, Skurow To Commission On State Emergency Communications","Dec 11","https://gov.texas.gov/news/post/governor-abbott-appoints-mitchell-skurow-to-commission-on-state-emergency-communications"
"834",2023,"Governor Abbott Appoints Bryce To University Of North Texas System Board Of Regents","Dec 11","https://gov.texas.gov/news/post/governor-abbott-appoints-bryce-to-university-of-north-texas-system-board-of-regents"
"835",2023,"Governor Abbott Celebrates Hanukkah At Texas Capitol Menorah Lighting Ceremony","Dec 11","https://gov.texas.gov/news/post/governor-abbott-celebrates-hanukkah-at-texas-capitol-menorah-lighting-ceremony"
"836",2023,"Operation Lone Star Engineers Install New Strategic Border Barrier","Dec 8","https://gov.texas.gov/news/post/operation-lone-star-engineers-install-new-strategic-border-barrier"
"837",2023,"Governor Abbott To Appoint Luna To 414th Judicial District Court","Dec 8","https://gov.texas.gov/news/post/governor-abbott-to-appoint-luna-to-414th-judicial-district-court"
"838",2023,"Governor Abbott To Appoint Whittmore As Waller County Criminal District Attorney","Dec 8","https://gov.texas.gov/news/post/governor-abbott-to-appoint-whittmore-as-waller-county-criminal-district-attorney"
"839",2023,"Governor Abbott To Appoint Alley As Chief Justice Of Eighth Court Of Appeals","Dec 8","https://gov.texas.gov/news/post/governor-abbott-to-appoint-alley-as-chief-justice-of-eighth-court-of-appeals"
"840",2023,"Governor Abbott Announces Film Friendly Texas Designation For Rowlett","Dec 7","https://gov.texas.gov/news/post/governor-abbott-announces-film-friendly-texas-designation-for-rowlett"
"841",2023,"Governor Abbott Announces Over $1 Million Job Training Grant To Dallas College","Dec 7","https://gov.texas.gov/news/post/governor-abbott-announces-over-1-million-job-training-grant-to-dallas-college"
"842",2023,"Texas Economy Expands Faster Than U.S. 4 Quarters In A Row","Dec 7","https://gov.texas.gov/news/post/texas-economy-expands-faster-than-u.s-4-quarters-in-a-row"
"843",2023,"Governor Abbott Statement On Shootings In Austin, Bexar County","Dec 6","https://gov.texas.gov/news/post/governor-abbott-statement-on-shootings-in-austin-bexar-county"
"844",2023,"Governor Abbott Statement On Shooting Of Austin ISD Officer","Dec 5","https://gov.texas.gov/news/post/governor-abbott-statement-on-shooting-of-austin-isd-officer"
"845",2023,"Operation Lone Star Stops Drug Smuggling Across Biden’s Open Border","Dec 1","https://gov.texas.gov/news/post/operation-lone-star-stops-drug-smuggling-across-bidens-open-border"
"846",2023,"Governor Abbott Announces Governor’s Small Business Summit In Houston","Dec 1","https://gov.texas.gov/news/post/governor-abbott-announces-governors-small-business-summit-in-houston"
"847",2023,"Governor Abbott Statement On The Passing Of Justice Sandra Day O’Connor","Dec 1","https://gov.texas.gov/news/post/governor-abbott-statement-on-the-passing-of-justice-sandra-day-oconnor"
"848",2022,"Governor Abbott Appoints Lopez, Silcox To Texas Council For Developmental Disabilities","Jan 31","https://gov.texas.gov/news/post/governor-abbott-appoints-lopez-silcox-to-texas-council-for-developmental-disabilities"
"849",2022,"Governor Abbott Proclaims January 28th As Sexual Assault Survivors Day In Texas","Jan 28","https://gov.texas.gov/news/post/governor-abbott-proclaims-january-28th-as-sexual-assault-survivors-day-in-texas"
"850",2022,"Governor Abbott Statement On Houston Police Department Shooting","Jan 27","https://gov.texas.gov/news/post/governor-abbott-statement-on-houston-police-department-shooting"
"851",2022,"Governor Abbott Delivers Remarks at Border Security Briefing In Weslaco","Jan 27","https://gov.texas.gov/news/post/governor-abbott-delivers-remarks-at-border-security-briefing-in-weslaco"
"852",2022,"Governor Abbott Reappoints Five to Texas Forensic Science Commission","Jan 27","https://gov.texas.gov/news/post/governor-abbott-reappoints-five-to-texas-forensic-science-commission-1"
